"type","name","fullname","label","labelReport","hintReport","chapter","disaggregation","correlate","structuralequation.risk","structuralequation.coping","structuralequation.resilience","anonymise","clean","cluster","predict","mappoint","mappoly","relevant","required","constraint","repeat_count","listname","qrepeat","qrepeatlabel","qlevel","qgroup","labelchoice","variable","order","weight","score","recategorise","formpart"
"end_group","HLP","Protection.HLP","NA",,,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","level1","Protection",,,"","","","","questions"
"end_group","Protection","Protection","Protection Vulnerabilities Section","Protection Vulnerabilities Section",,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","","","Protection Vulnerabilities Section",,"","","","","questions"
"begin_group","Risks","Risks.Risks","Risks Section","Risks Section",,,,,,,,,"no",,,,,"selected(${reachable},'yes') and selected(${consent},'yes')",,,,"","","MainDataFrame","level1","Risks","Risks Section",,"","","","","questions"
"begin_group","Safety","Risks.Safety.Safety","Safety and integration sub-section","Safety and integration sub-section",,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","level2","Risks.Safety","Safety and integration sub-section",,"","","","","questions"
"select_one","Insecurity","Risks.Safety.Insecurity","Have any household members experienced any kind of issue related with their safety du","Have any household members experienced any kind of issue related with their safe",,"Inclusion",,,,,,,"no",,,,,,"yes",,," yesno","","MainDataFrame","level2","Risks.Safety","Have any household members experienced any kind of issue related with their safe",,"","","","","questions"
"select_multiple_d","InsecurityType","Risks.Safety.InsecurityType","What kind of safety issue?","What kind of safety issue?",,"Inclusion",,,,,,,"no",,,,,"selected(${Insecurity},'yes')","yes",,,"types_insecurity","","MainDataFrame","level2","Risks.Safety","What kind of safety issue?",,"","","","","questions"
"text","InsecurityTypeOth","Risks.Safety.InsecurityTypeOth","Please specify other type of safety issues:","Please specify other type of safety issues:",,,,,,,,,"no",,,,,"selected(${InsecurityType},'other')","yes",,,"","","MainDataFrame","level2","Risks.Safety","Please specify other type of safety issues:",,"","","","","questions"
"select_multiple_d","InsecurityCause","Risks.Safety.InsecurityCause","Who or what is the cause of the safety issues?","Who or what is the cause of the safety issues?",,"Inclusion",,,,,,,"no",,,,,"selected(${Insecurity},'yes')","yes",,,"cause_insecurity","","MainDataFrame","level2","Risks.Safety","Who or what is the cause of the safety issues?",,"","","","","questions"
"text","InsecurityCauseOth","Risks.Safety.InsecurityCauseOth","Please specify other cause of unsafety:","Please specify other cause of unsafety:",,,,,,,,,"no",,,,,"selected(${InsecurityCause},'other')","yes",,,"","","MainDataFrame","level2","Risks.Safety","Please specify other cause of unsafety:",,"","","","","questions"
"select_one","InsecurityMovement","Risks.Safety.InsecurityMovement","Does unsafety reduce the free movement of any household member?","Does unsafety reduce the free movement of any household member?",,"Inclusion",,,,,,,"no",,,,,,"yes",,," yesno","","MainDataFrame","level2","Risks.Safety","Does unsafety reduce the free movement of any household member?",,"","","","","questions"
"end_group","Safety","Risks.Safety","NA",,,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","level1","Risks",,,"","","","","questions"
"end_group","Risks","Risks","NA",,,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","","",,,"","","","","questions"
"begin_group","Integration","Integration.Integration","Integration","Integration",,,,,,,,,"no",,,,,"selected(${reachable},'yes') and selected(${consent},'yes')",,,,"","","MainDataFrame","level1","Integration","Integration",,"","","","","questions"
"begin_group","PovertyPerception","Integration.PovertyPerception.PovertyPerception","Poverty Perception","Poverty Perception",,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","level2","Integration.PovertyPerception","Poverty Perception",,"","","","","questions"
"note","povertyIntro1","Integration.PovertyPerception.povertyIntro1","I will now describe to you 4 different household situations. For each of the 4 househ","I will now describe to you 4 different household situations. For each of the 4 h",,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","level2","Integration.PovertyPerception","I will now describe to you 4 different household situations. For each of the 4 h",,"","","","","questions"
"select_one","vignetteFam1","Integration.PovertyPerception.vignetteFam1","At which level of the ladder would you place Fatima's family?","At which level of the ladder would you place Fatima's family?",,"Inclusion",,,,,,,"no",,,,,,"yes",,," poverty_ladder","","MainDataFrame","level2","Integration.PovertyPerception","At which level of the ladder would you place Fatima's family?","ordinal","","","","","questions"
"select_one","vignetteFam2","Integration.PovertyPerception.vignetteFam2","At which level of the ladder would you place Miriam's family?","At which level of the ladder would you place Miriam's family?",,"Inclusion",,,,,,,"no",,,,,,"yes",,," poverty_ladder","","MainDataFrame","level2","Integration.PovertyPerception","At which level of the ladder would you place Miriam's family?","ordinal","","","","","questions"
"select_one","vignetteFam3","Integration.PovertyPerception.vignetteFam3","At which level of the ladder would you place Ahmed's family?","At which level of the ladder would you place Ahmed's family?",,"Inclusion",,,,,,,"no",,,,,,"yes",,," poverty_ladder","","MainDataFrame","level2","Integration.PovertyPerception","At which level of the ladder would you place Ahmed's family?","ordinal","","","","","questions"
"select_one","vignetteFam4","Integration.PovertyPerception.vignetteFam4","At which level of the ladder would you place Abdullah's family?","At which level of the ladder would you place Abdullah's family?",,"Inclusion",,,,,,,"no",,,,,,"yes",,," poverty_ladder","","MainDataFrame","level2","Integration.PovertyPerception","At which level of the ladder would you place Abdullah's family?","ordinal","","","","","questions"
"select_one","selfAssessment","Integration.PovertyPerception.selfAssessment","At which level of the ladder would you place your own household?","At which level of the ladder would you place your own household?",,"Inclusion",,,,,,,"no",,,,,,"yes",,," poverty_ladder","","MainDataFrame","level2","Integration.PovertyPerception","At which level of the ladder would you place your own household?","ordinal","","","","","questions"
"end_group","PovertyPerception","Integration.PovertyPerception","NA",,,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","level1","Integration",,,"","","","","questions"
"begin_group","Feeling","Integration.Feeling.Feeling","Feeling","Feeling",,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","level2","Integration.Feeling","Feeling",,"","","","","questions"
"note","Statements","Integration.Feeling.Statements","How do you feel about the following statements?","How do you feel about the following statements?",,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","level2","Integration.Feeling","How do you feel about the following statements?",,"","","","","questions"
"select_one","Isolation","Integration.Feeling.Isolation","I am isolated from my fellow refugees ","I am isolated from my fellow refugees ",,"Inclusion",,,,,,,"no",,,,,,"yes",,," opinion","","MainDataFrame","level2","Integration.Feeling","I am isolated from my fellow refugees ","ordinal","","","","","questions"
"select_one","NeighoursConcern","Integration.Feeling.NeighoursConcern","My local neighbours are concerned about me ","My local neighbours are concerned about me ",,"Inclusion",,,,,,,"no",,,,,,"yes",,," opinion","","MainDataFrame","level2","Integration.Feeling","My local neighbours are concerned about me ","ordinal","","","","","questions"
"select_one","ParticipateMeetings","Integration.Feeling.ParticipateMeetings","I often attend community meetings, sports or other similar events, with a mix of loca","I often attend community meetings, sports or other similar events, with a mix of",,"Inclusion",,,,,,,"no",,,,,,"yes",,," opinion","","MainDataFrame","level2","Integration.Feeling","I often attend community meetings, sports or other similar events, with a mix of","ordinal","","","","","questions"
"select_one","NeighboursHelp","Integration.Feeling.NeighboursHelp","My local neighbours and I help each other out if needed ","My local neighbours and I help each other out if needed ",,"Inclusion",,,,,,,"no",,,,,,"yes",,," opinion","","MainDataFrame","level2","Integration.Feeling","My local neighbours and I help each other out if needed ","ordinal","","","","","questions"
"end_group","Feeling","Integration.Feeling","Feeling","Feeling",,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","level1","Integration","Feeling",,"","","","","questions"
"begin_group","Interaction","Integration.Interaction.Interaction","Interaction","Interaction",,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","level2","Integration.Interaction","Interaction",,"","","","","questions"
"select_one","InteractHost","Integration.Interaction.InteractHost","How frequently do refugees in this town/village interact with host communities?","How frequently do refugees in this town/village interact with host communities?",,"Inclusion",,,,,,,"no",,,,,,"yes",,," interaction_types","","MainDataFrame","level2","Integration.Interaction","How frequently do refugees in this town/village interact with host communities?",,"","","","","questions"
"select_one","InteractHostInterview","Integration.Interaction.InteractHostInterview","How frequently do you interact with members of the host community?","How frequently do you interact with members of the host community?",,"Inclusion",,,,,,,"no",,,,,,"yes",,," interaction_types","","MainDataFrame","level2","Integration.Interaction","How frequently do you interact with members of the host community?",,"","","","","questions"
"select_multiple_d","CommKeyIssues","Integration.Interaction.CommKeyIssues","What is the key issue or issues that drive host community - refugee community tension","What is the key issue or issues that drive host community - refugee community te",,"Inclusion",,,,,,,"no",,,,,,"yes",,,"key_issues","","MainDataFrame","level2","Integration.Interaction","What is the key issue or issues that drive host community - refugee community te",,"","","","","questions"
"text","CommKeyIssuesOth","Integration.Interaction.CommKeyIssuesOth","Please specify key issue or issues that drive host community - refugee community tens","Please specify key issue or issues that drive host community - refugee community",,,,,,,,,"no",,,,,"selected(${CommKeyIssues},'other')","yes",,,"","","MainDataFrame","level2","Integration.Interaction","Please specify key issue or issues that drive host community - refugee community",,"","","","","questions"
"select_multiple_d","ImproveHostComm","Integration.Interaction.ImproveHostComm","What do you think would improve refugee host community relations in this area?","What do you think would improve refugee host community relations in this area?",,"Inclusion",,,,,,,"no",,,,,,"yes",,,"host_comm_opt","","MainDataFrame","level2","Integration.Interaction","What do you think would improve refugee host community relations in this area?",,"","","","","questions"
"text","ImproveHostCommOth","Integration.Interaction.ImproveHostCommOth","Please specify what would improve refugee host community relations in this area:","Please specify what would improve refugee host community relations in this area:",,,,,,,,,"no",,,,,"selected(${ImproveHostComm},'other')","yes",,,"","","MainDataFrame","level2","Integration.Interaction","Please specify what would improve refugee host community relations in this area:",,"","","","","questions"
"end_group","Interaction","Integration.Interaction","Interaction","Interaction",,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","level1","Integration","Interaction",,"","","","","questions"
"end_group","Integration","Integration","NA",,,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","","",,,"","","","","questions"
"begin_group","Location","Location.Location","Location","Location",,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","level1","Location","Location",,"","","","","questions"
"geopoint","Geodata","Location.Geodata","Geodata","Geodata","The enumerator needs to be standing outside the building and check constraint on GPS accuracy.","Data_quality",,,,,,"remove","no",,,,,,,,,"","","MainDataFrame","level1","Location","Geodata",,"","","","","questions"
"select_one","LocationDistrict","Location.LocationDistrict","District","District","Optional as a fallback","Data_quality","facet",,,,,,"no",,,,,,,,," district","","MainDataFrame","level1","Location","District",,"","","","","questions"
"select_one","LocationLevel2","Location.LocationLevel2","Area","Area","Optional as a fallback","Data_quality",,,,,,"remove","no",,,,,,,,," level2","","MainDataFrame","level1","Location","Area",,"","","","","questions"
"end_group","Location","Location","NA",,,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","","",,,"","","","","questions"
"select_multiple","RenewalCost","Protection.Documentation.IllegalResidency.RenewalCost","Reasons for illegal residence:: Cannot afford the cost of renewal","Reasons for illegal residence:: Cannot afford the cost of renewal",,"Documentation",,,,,,,"no",,,,,"selected(${LegalResidency},'yes')","yes",,,"ir_reasons","","MainDataFrame","level2","Protection.Documentation","Cannot afford the cost of renewal",,,,,,"answers"
"select_multiple","NeedSponsor","Protection.Documentation.IllegalResidency.NeedSponsor","Reasons for illegal residence:: Registered with UNHCR but gvt asking sponsor","Reasons for illegal residence:: Registered with UNHCR but gvt asking sponsor",,"Documentation",,,,,,,"no",,,,,"selected(${LegalResidency},'yes')","yes",,,"ir_reasons","","MainDataFrame","level2","Protection.Documentation","Registered with UNHCR but gvt asking sponsor",,,,,,"answers"
"select_multiple","UnableSponsor","Protection.Documentation.IllegalResidency.UnableSponsor","Reasons for illegal residence:: Not registered with UNHCR / not renewed sponsor","Reasons for illegal residence:: Not registered with UNHCR / not renewed sponsor",,"Documentation",,,,,,,"no",,,,,"selected(${LegalResidency},'yes')","yes",,,"ir_reasons","","MainDataFrame","level2","Protection.Documentation","Not registered with UNHCR / not renewed sponsor",,,,,,"answers"
"select_multiple","GSORefusal","Protection.Documentation.IllegalResidency.GSORefusal","Reasons for illegal residence:: Government refused renewal without explanation","Reasons for illegal residence:: Government refused renewal without explanation",,"Documentation",,,,,,,"no",,,,,"selected(${LegalResidency},'yes')","yes",,,"ir_reasons","","MainDataFrame","level2","Protection.Documentation","Government refused renewal without explanation",,,,,,"answers"
"select_multiple","GSOReschedule","Protection.Documentation.IllegalResidency.GSOReschedule","Reasons for illegal residence:: Government office kept telling me to come back","Reasons for illegal residence:: Government office kept telling me to come back",,"Documentation",,,,,,,"no",,,,,"selected(${LegalResidency},'yes')","yes",,,"ir_reasons","","MainDataFrame","level2","Protection.Documentation","Government office kept telling me to come back",,,,,,"answers"
"select_multiple","WaitAppointment","Protection.Documentation.IllegalResidency.WaitAppointment","Reasons for illegal residence:: Waiting for UNHCR renewal appointment","Reasons for illegal residence:: Waiting for UNHCR renewal appointment",,"Documentation",,,,,,,"no",,,,,"selected(${LegalResidency},'yes')","yes",,,"ir_reasons","","MainDataFrame","level2","Protection.Documentation","Waiting for UNHCR renewal appointment",,,,,,"answers"
"select_multiple","DontWantPledge","Protection.Documentation.IllegalResidency.DontWantPledge","Reasons for illegal residence:: Doesn't want to sign the pledge to abide","Reasons for illegal residence:: Doesn't want to sign the pledge to abide",,"Documentation",,,,,,,"no",,,,,"selected(${LegalResidency},'yes')","yes",,,"ir_reasons","","MainDataFrame","level2","Protection.Documentation","Doesn't want to sign the pledge to abide",,,,,,"answers"
"select_multiple","UnofficialBorder","Protection.Documentation.IllegalResidency.UnofficialBorder","Reasons for illegal residence:: Entered through an unofficial border crossing","Reasons for illegal residence:: Entered through an unofficial border crossing",,"Documentation",,,,,,,"no",,,,,"selected(${LegalResidency},'yes')","yes",,,"ir_reasons","","MainDataFrame","level2","Protection.Documentation","Entered through an unofficial border crossing",,,,,,"answers"
"select_multiple","LimitedFreeMove","Protection.Documentation.IllegalResidency.LimitedFreeMove","Reasons for illegal residence:: Limited/restricted freedom of movement","Reasons for illegal residence:: Limited/restricted freedom of movement",,"Documentation",,,,,,,"no",,,,,"selected(${LegalResidency},'yes')","yes",,,"ir_reasons","","MainDataFrame","level2","Protection.Documentation","Limited/restricted freedom of movement",,,,,,"answers"
"select_multiple","PersonalReluctant","Protection.Documentation.IllegalResidency.PersonalReluctant","Reasons for illegal residence:: Reluctance for personal reasons other than pledge","Reasons for illegal residence:: Reluctance for personal reasons other than pledge",,"Documentation",,,,,,,"no",,,,,"selected(${LegalResidency},'yes')","yes",,,"ir_reasons","","MainDataFrame","level2","Protection.Documentation","Reluctance for personal reasons other than pledge",,,,,,"answers"
"select_multiple","GSOWomenChild","Protection.Documentation.IllegalResidency.GSOWomenChild","Reasons for illegal residence:: Informed that dependant do not have to renew","Reasons for illegal residence:: Informed that dependant do not have to renew",,"Documentation",,,,,,,"no",,,,,"selected(${LegalResidency},'yes')","yes",,,"ir_reasons","","MainDataFrame","level2","Protection.Documentation","Informed that dependant do not have to renew",,,,,,"answers"
"select_multiple","UnawareProced","Protection.Documentation.IllegalResidency.UnawareProced","Reasons for illegal residence:: Unaware of procedures","Reasons for illegal residence:: Unaware of procedures",,"Documentation",,,,,,,"no",,,,,"selected(${LegalResidency},'yes')","yes",,,"ir_reasons","","MainDataFrame","level2","Protection.Documentation","Unaware of procedures",,,,,,"answers"
"select_multiple","FearGSO","Protection.Documentation.IllegalResidency.FearGSO","Reasons for illegal residence:: Fears approaching security forces","Reasons for illegal residence:: Fears approaching security forces",,"Documentation",,,,,,,"no",,,,,"selected(${LegalResidency},'yes')","yes",,,"ir_reasons","","MainDataFrame","level2","Protection.Documentation","Fears approaching security forces",,,,,,"answers"
"select_multiple","Discouraged","Protection.Documentation.IllegalResidency.Discouraged","Reasons for illegal residence:: Discouraged to go","Reasons for illegal residence:: Discouraged to go",,"Documentation",,,,,,,"no",,,,,"selected(${LegalResidency},'yes')","yes",,,"ir_reasons","","MainDataFrame","level2","Protection.Documentation","Discouraged to go",,,,,,"answers"
"select_multiple","LackID","Protection.Documentation.IllegalResidency.LackID","Reasons for illegal residence:: Lacks ID documents","Reasons for illegal residence:: Lacks ID documents",,"Documentation",,,,,,,"no",,,,,"selected(${LegalResidency},'yes')","yes",,,"ir_reasons","","MainDataFrame","level2","Protection.Documentation","Lacks ID documents",,,,,,"answers"
"select_multiple","other","Protection.Documentation.IllegalResidency.other","Reasons for illegal residence:: Other","Reasons for illegal residence:: Other",,"Documentation",,,,,,,"no",,,,,"selected(${LegalResidency},'yes')","yes",,,"ir_reasons","","MainDataFrame","level2","Protection.Documentation","Other",,,,,,"answers"
"select_multiple","Noanswer","Protection.Documentation.IllegalResidency.Noanswer","Reasons for illegal residence:: Does not wish to answer","Reasons for illegal residence:: Does not wish to answer",,"Documentation",,,,,,,"no",,,,,"selected(${LegalResidency},'yes')","yes",,,"ir_reasons","","MainDataFrame","level2","Protection.Documentation","Does not wish to answer",,,,,,"answers"
"select_multiple","LackLegalResid","Profile.CaseNoDetails.IndBiodata.Employment.ReasonsNotWork.LackLegalResid","What are the reasons ${FirstName} has not been working in the past 30 days?: Lack of ","What are the reasons ${FirstName} has not been working in the past 30 days?: Lack of ",,"Employment_and_livelihood",,,,,,,"no",,,,,"selected(${Worked},'no')","yes",,,"not_working_reasons","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Lack of legal residency",,,,,,"answers"
"select_multiple","InjuryMedCond","Profile.CaseNoDetails.IndBiodata.Employment.ReasonsNotWork.InjuryMedCond","What are the reasons ${FirstName} has not been working in the past 30 days?: Injury/m","What are the reasons ${FirstName} has not been working in the past 30 days?: Injury/m",,"Employment_and_livelihood",,,,,,,"no",,,,,"selected(${Worked},'no')","yes",,,"not_working_reasons","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Injury/medical condition",,,,,,"answers"
"select_multiple","NoWork","Profile.CaseNoDetails.IndBiodata.Employment.ReasonsNotWork.NoWork","What are the reasons ${FirstName} has not been working in the past 30 days?: No work ","What are the reasons ${FirstName} has not been working in the past 30 days?: No work ",,"Employment_and_livelihood",,,,,,,"no",,,,,"selected(${Worked},'no')","yes",,,"not_working_reasons","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","No work in area where I live",,,,,,"answers"
"select_multiple","SeasWork","Profile.CaseNoDetails.IndBiodata.Employment.ReasonsNotWork.SeasWork","What are the reasons ${FirstName} has not been working in the past 30 days?: Seasonal","What are the reasons ${FirstName} has not been working in the past 30 days?: Seasonal",,"Employment_and_livelihood",,,,,,,"no",,,,,"selected(${Worked},'no')","yes",,,"not_working_reasons","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Seasonal work (not the right season)",,,,,,"answers"
"select_multiple","DepenChild","Profile.CaseNoDetails.IndBiodata.Employment.ReasonsNotWork.DepenChild","What are the reasons ${FirstName} has not been working in the past 30 days?: Dependen","What are the reasons ${FirstName} has not been working in the past 30 days?: Dependen",,"Employment_and_livelihood",,,,,,,"no",,,,,"selected(${Worked},'no')","yes",,,"not_working_reasons","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Dependent children",,,,,,"answers"
"select_multiple","DepenFam","Profile.CaseNoDetails.IndBiodata.Employment.ReasonsNotWork.DepenFam","What are the reasons ${FirstName} has not been working in the past 30 days?: Dependen","What are the reasons ${FirstName} has not been working in the past 30 days?: Dependen",,"Employment_and_livelihood",,,,,,,"no",,,,,"selected(${Worked},'no')","yes",,,"not_working_reasons","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Dependent family members",,,,,,"answers"
"select_multiple","CulturReas","Profile.CaseNoDetails.IndBiodata.Employment.ReasonsNotWork.CulturReas","What are the reasons ${FirstName} has not been working in the past 30 days?: Gender c","What are the reasons ${FirstName} has not been working in the past 30 days?: Gender c",,"Employment_and_livelihood",,,,,,,"no",,,,,"selected(${Worked},'no')","yes",,,"not_working_reasons","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Gender considerations",,,,,,"answers"
"select_multiple","LackSkillExp","Profile.CaseNoDetails.IndBiodata.Employment.ReasonsNotWork.LackSkillExp","What are the reasons ${FirstName} has not been working in the past 30 days?: Lack of ","What are the reasons ${FirstName} has not been working in the past 30 days?: Lack of ",,"Employment_and_livelihood",,,,,,,"no",,,,,"selected(${Worked},'no')","yes",,,"not_working_reasons","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Lack of skill/experience",,,,,,"answers"
"select_multiple","ContEduc","Profile.CaseNoDetails.IndBiodata.Employment.ReasonsNotWork.ContEduc","What are the reasons ${FirstName} has not been working in the past 30 days?: Continui","What are the reasons ${FirstName} has not been working in the past 30 days?: Continui",,"Employment_and_livelihood",,,,,,,"no",,,,,"selected(${Worked},'no')","yes",,,"not_working_reasons","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Continuing education",,,,,,"answers"
"select_multiple","NoAnswer","Profile.CaseNoDetails.IndBiodata.Employment.ReasonsNotWork.NoAnswer","What are the reasons ${FirstName} has not been working in the past 30 days?: Does not","What are the reasons ${FirstName} has not been working in the past 30 days?: Does not",,"Employment_and_livelihood",,,,,,,"no",,,,,"selected(${Worked},'no')","yes",,,"not_working_reasons","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Does not wish to answer",,,,,,"answers"
"select_multiple","NoAnswer","Profile.CaseNoDetails.IndBiodata.Employment.ReasonsNotWork.NoAnswer","What are the reasons ${FirstName} has not been working in the past 30 days?: Does not","What are the reasons ${FirstName} has not been working in the past 30 days?: Does not",,"Employment_and_livelihood",,,,,,,"no",,,,,"selected(${Worked},'no')","yes",,,"not_working_reasons","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Does not wish to answer",,,,,,"answers"
"select_multiple","Agriculture","Profile.CaseNoDetails.IndBiodata.Employment.SectorsWork.Agriculture","What sectors did ${FirstName} work in during the past 30 days?: Agriculture","What sectors did ${FirstName} work in during the past 30 days?: Agriculture",,"Employment_and_livelihood",,,,,,,"no",,,,,"selected(${Worked},'yes')","yes",,,"typeofwork","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Agriculture",,,,,,"answers"
"select_multiple","Construction","Profile.CaseNoDetails.IndBiodata.Employment.SectorsWork.Construction","What sectors did ${FirstName} work in during the past 30 days?: Construction","What sectors did ${FirstName} work in during the past 30 days?: Construction",,"Employment_and_livelihood",,,,,,,"no",,,,,"selected(${Worked},'yes')","yes",,,"typeofwork","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Construction",,,,,,"answers"
"select_multiple","Concierge","Profile.CaseNoDetails.IndBiodata.Employment.SectorsWork.Concierge","What sectors did ${FirstName} work in during the past 30 days?: Concierge","What sectors did ${FirstName} work in during the past 30 days?: Concierge",,"Employment_and_livelihood",,,,,,,"no",,,,,"selected(${Worked},'yes')","yes",,,"typeofwork","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Concierge",,,,,,"answers"
"select_multiple","Cleaning","Profile.CaseNoDetails.IndBiodata.Employment.SectorsWork.Cleaning","What sectors did ${FirstName} work in during the past 30 days?: Manufacturing","What sectors did ${FirstName} work in during the past 30 days?: Manufacturing",,"Employment_and_livelihood",,,,,,,"no",,,,,"selected(${Worked},'yes')","yes",,,"typeofwork","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Manufacturing",,,,,,"answers"
"select_multiple","RetailShop","Profile.CaseNoDetails.IndBiodata.Employment.SectorsWork.RetailShop","What sectors did ${FirstName} work in during the past 30 days?: Wholesale and retail ","What sectors did ${FirstName} work in during the past 30 days?: Wholesale and retail ",,"Employment_and_livelihood",,,,,,,"no",,,,,"selected(${Worked},'yes')","yes",,,"typeofwork","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Wholesale and retail trade",,,,,,"answers"
"select_multiple","Begging","Profile.CaseNoDetails.IndBiodata.Employment.SectorsWork.Begging","What sectors did ${FirstName} work in during the past 30 days?: Begging","What sectors did ${FirstName} work in during the past 30 days?: Begging",,"Employment_and_livelihood",,,,,,,"no",,,,,"selected(${Worked},'yes')","yes",,,"typeofwork","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Begging",,,,,,"answers"
"select_multiple","ProfServices","Profile.CaseNoDetails.IndBiodata.Employment.SectorsWork.ProfServices","What sectors did ${FirstName} work in during the past 30 days?: Professional services","What sectors did ${FirstName} work in during the past 30 days?: Professional services",,"Employment_and_livelihood",,,,,,,"no",,,,,"selected(${Worked},'yes')","yes",,,"typeofwork","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Professional services",,,,,,"answers"
"select_multiple","OccasWork","Profile.CaseNoDetails.IndBiodata.Employment.SectorsWork.OccasWork","What sectors did ${FirstName} work in during the past 30 days?: Occasional Work","What sectors did ${FirstName} work in during the past 30 days?: Occasional Work",,"Employment_and_livelihood",,,,,,,"no",,,,,"selected(${Worked},'yes')","yes",,,"typeofwork","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Occasional Work",,,,,,"answers"
"select_multiple","OtherServ","Profile.CaseNoDetails.IndBiodata.Employment.SectorsWork.OtherServ","What sectors did ${FirstName} work in during the past 30 days?: Other Services: hotel","What sectors did ${FirstName} work in during the past 30 days?: Other Services: hotel",,"Employment_and_livelihood",,,,,,,"no",,,,,"selected(${Worked},'yes')","yes",,,"typeofwork","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Other Services: hotel, restaurant, transport, personal services",,,,,,"answers"
"select_multiple","other","Profile.CaseNoDetails.IndBiodata.Employment.SectorsWork.other","What sectors did ${FirstName} work in during the past 30 days?: Other","What sectors did ${FirstName} work in during the past 30 days?: Other",,"Employment_and_livelihood",,,,,,,"no",,,,,"selected(${Worked},'yes')","yes",,,"typeofwork","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Other",,,,,,"answers"
"select_multiple","NoAnswer","Profile.CaseNoDetails.IndBiodata.Employment.SectorsWork.NoAnswer","What sectors did ${FirstName} work in during the past 30 days?: Does not wish to answ","What sectors did ${FirstName} work in during the past 30 days?: Does not wish to answ",,"Employment_and_livelihood",,,,,,,"no",,,,,"selected(${Worked},'yes')","yes",,,"typeofwork","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Does not wish to answer",,,,,,"answers"
"select_multiple","CostTransp","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.CostTransp","If ${FirstName} did not attend any school, what are the reasons?: Cost of transportat","If ${FirstName} did not attend any school, what are the reasons?: Cost of transportat",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","Cost of transportation to school",,,,,,"answers"
"select_multiple","CostEducMate","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.CostEducMate","If ${FirstName} did not attend any school, what are the reasons?: Cost of educational","If ${FirstName} did not attend any school, what are the reasons?: Cost of educational",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","Cost of educational materials",,,,,,"answers"
